Time                CORE-spark-VM       CG-spark-VM         CT-spark-VM         WT-spark-VM         CORE-kafka-VM       CG-kafka-VM         CT-kafka-VM         WT-kafka-VM         CORE-cassandra-VM   CORE-spark-cont     CG-spark-cont       CT-spark-cont       WT-spark-cont       CORE-kafka-cont     CG-kafka-cont       CT-kafka-cont       WT-kafka-cont       CORE-cassandra-cont 
1486702241               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   2                   3                   6                   8                   5                   8                   12                  2                   
1486702248               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   5                   8                   12                  2                   
1486702256               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   5                   8                   12                  2                   
1486702264               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   6                   8                   12                  2                   
1486702271               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   6                   8                   12                  2                   
1486702280               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   7                   8                   12                  2                   
1486702287               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   7                   8                   12                  2                   
1486702295               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   8                   8                   12                  2                   
1486702302               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   8                   8                   12                  2                   
1486702310               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   8                   8                   12                  2                   
1486702319               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   8                   8                   12                  2                   
1486702327               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   8                   8                   12                  2                   
1486702335               1                   1                   1                   2                   2                   2                   2                   3                   1                   3                   3                   3                   6                   8                   8                   8                   12                  2                   
1486702343               1                   1                   2                   2                   2                   2                   2                   3                   1                   3                   3                   4                   6                   8                   8                   8                   12                  2                   
1486702350               1                   1                   2                   2                   2                   2                   2                   3                   1                   3                   3                   4                   6                   8                   8                   8                   12                  2                   
1486702359               2                   1                   2                   2                   2                   2                   2                   3                   1                   3                   3                   4                   6                   8                   8                   8                   12                  2                   
1486702368               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702375               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702383               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702391               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702399               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702406               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702415               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702423               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702430               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702437               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702444               2                   1                   2                   2                   2                   2                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702452               2                   1                   2                   2                   2                   3                   2                   3                   1                   4                   3                   4                   6                   8                   8                   8                   12                  3                   
1486702460               2                   1                   2                   2                   2                   3                   2                   3                   1                   4                   3                   4                   6                   8                   9                   8                   12                  3                   
1486702467               2                   1                   2                   2                   2                   3                   3                   3                   1                   4                   3                   5                   6                   8                   9                   9                   12                  3                   
1486702476               2                   1                   2                   2                   2                   3                   3                   3                   1                   4                   3                   5                   6                   8                   9                   9                   12                  3                   
1486702483               2                   1                   2                   2                   2                   3                   3                   3                   1                   4                   3                   5                   6                   8                   10                  10                  12                  3                   
1486702491               2                   1                   2                   2                   3                   3                   3                   3                   1                   5                   3                   5                   6                   9                   10                  10                  12                  3                   
1486702499               2                   1                   2                   2                   3                   3                   3                   3                   1                   5                   3                   5                   6                   9                   11                  10                  12                  3                   
1486702506               2                   2                   2                   2                   3                   3                   3                   3                   1                   5                   3                   6                   6                   9                   11                  11                  12                  3                   
1486702514               2                   2                   2                   2                   3                   3                   3                   3                   1                   5                   3                   6                   6                   10                  11                  11                  12                  3                   
1486702521               2                   2                   2                   2                   3                   3                   3                   3                   1                   5                   4                   6                   6                   10                  12                  12                  12                  3                   
1486702529               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   4                   6                   6                   11                  12                  12                  12                  3                   
1486702536               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   4                   6                   6                   11                  12                  12                  12                  3                   
1486702543               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   5                   6                   6                   12                  12                  12                  12                  3                   
1486702553               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702561               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702568               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702576               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702583               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702590               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702598               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702607               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702614               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702622               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702630               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702638               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702648               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702656               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702665               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702672               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702680               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702688               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702695               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702702               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702709               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702717               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702725               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702732               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702740               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702747               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702754               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702762               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702770               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702777               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702786               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702794               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702802               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702810               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702819               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702828               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702836               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702844               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702853               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702860               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702868               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702876               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702885               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702893               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702902               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702910               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702917               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702925               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702933               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702941               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702949               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702962               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702970               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702980               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702988               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486702997               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703005               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703013               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703021               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703029               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703037               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703045               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703054               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703062               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703070               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703077               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703085               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703092               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703100               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703108               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703116               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703123               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703131               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703138               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703147               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703155               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486703162               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
