Time                CORE-spark-VM       CG-spark-VM         CT-spark-VM         WT-spark-VM         CORE-kafka-VM       CG-kafka-VM         CT-kafka-VM         WT-kafka-VM         CORE-cassandra-VM   CORE-spark-cont     CG-spark-cont       CT-spark-cont       WT-spark-cont       CORE-kafka-cont     CG-kafka-cont       CT-kafka-cont       WT-kafka-cont       CORE-cassandra-cont 
1486704622               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704630               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704639               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704648               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704656               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704664               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704672               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704679               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704687               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704694               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704703               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704711               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704720               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704728               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704737               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704747               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704755               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704764               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704772               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704783               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704791               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704798               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704808               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704816               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704824               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704831               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704839               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704846               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704854               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704862               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704873               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704881               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704891               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704899               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704908               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704919               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704931               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704941               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704950               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704958               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704966               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704973               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704980               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704987               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486704994               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705002               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705009               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705018               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705026               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705034               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705041               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705049               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705056               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705064               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705072               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705080               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705087               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705094               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705102               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705110               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705118               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705125               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705132               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705139               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705146               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705153               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705160               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705167               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705175               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705182               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705189               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705197               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705206               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705214               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705223               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705231               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705239               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705247               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705254               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705262               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705269               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705276               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705283               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705291               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705298               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705305               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705313               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705321               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705328               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705336               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705344               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705352               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705362               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705371               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705378               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705387               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705396               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705404               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705413               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705421               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705429               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705437               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705445               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705452               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705461               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705469               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705477               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705485               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705495               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705503               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705511               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705519               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705529               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705537               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705545               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705553               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
1486705561               2                   2                   2                   2                   3                   3                   3                   3                   1                   6                   6                   6                   6                   12                  12                  12                  12                  3                   
